Hour,date_time,Solar electricity generation,Electricity usage,z_score,Electricity_to_be_bought,excess_elec_generated,battery_charge,elec_to_buy_given_bat,cost_without_bat,cost_with_bat,saving
6,2020-01-11 06:00:00,0.006,0.216,0.0144402859756514,0.21,0,0,0.21,0.0357,0.0357,0
7,2020-01-11 07:00:00,0.021,0.624,0.0136100925789553,0.603,0,0,0.603,0.10251,0.10251,0
8,2020-01-11 08:00:00,0.012,3.63,0.00749352064153211,3.618,0,0,3.618,0.61506,0.61506,0
9,2020-01-11 09:00:00,0.165,8.646,0.00271297464726187,8.481,0,0,8.481,1.44177,1.44177,0
10,2020-01-11 10:00:00,0.324,0.57,0.0137199711167533,0.246,0,0,0.246,0.04182,0.04182,0
11,2020-01-11 11:00:00,0.687,0.453,0.0139580412819824,0,0.234,0.234,0,0,0,0
12,2020-01-11 12:00:00,0.246,0.447,0.0139702500084044,0.201,0,0.0330000000000001,0,0.03417,0,0.03417
13,2020-01-11 13:00:00,0.627,0.414,0.0140373980037254,0,0.213,0.246,0,0,0,0
14,2020-01-11 14:00:00,0.582,2.334,0.0101306055486846,1.752,0,0,1.506,0.29784,0.25602,0.0418200000000001
15,2020-01-11 15:00:00,0.186,1.128,0.0125845595595071,0.942,0,0,0.942,0.16014,0.16014,0
16,2020-01-11 16:00:00,0.036,0.678,0.0135002140411573,0.642,0,0,0.642,0.10914,0.10914,0
17,2020-01-11 17:00:00,0.018,0.627,0.0136039882157443,0.609,0,0,0.609,0.10353,0.10353,0
18,2020-01-11 18:00:00,0.003,14.1372,0.0138864010686784,14.1342,0,0,14.1342,2.402814,2.402814,0
19,2020-01-11 19:00:00,0.003,3.1548,0.00846045177415469,3.1518,0,0,3.1518,0.535806,0.535806,0
20,2020-01-11 20:00:00,0.012,2.9568,0.00886333974608077,2.9448,0,0,2.9448,0.500616,0.500616,0
21,2020-01-11 21:00:00,0.012,6.066,0.00253677771419915,6.054,0,0,6.054,1.02918,1.02918,0
22,2020-01-11 22:00:00,0.015,1.872,0.0110706774831788,1.857,0,0,1.857,0.31569,0.31569,0
23,2020-01-11 23:00:00,0,1.0118988,0.0128208008575181,1.0118988,0,0,1.0118988,0.172022796,0.172022796,0
0,2020-01-12 00:00:00,0,0.669933,0.0135166286738316,0.669933,0,0,0.669933,0.11388861,0.11388861,0
1,2020-01-12 01:00:00,0,1.1418858,0.0125563049039487,1.1418858,0,0,1.1418858,0.194120586,0.194120586,0
2,2020-01-12 02:00:00,0,1.1378862,0.0125644432409816,1.1378862,0,0,1.1378862,0.193440654,0.193440654,0
3,2020-01-12 03:00:00,0,0.426,0.0140129805508814,0.426,0,0,0.426,0.07242,0.07242,0
4,2020-01-12 04:00:00,0,0.189,0.0144952252445505,0.189,0,0,0.189,0.03213,0.03213,0
5,2020-01-12 05:00:00,0.006,0.213,0.0144463903388624,0.207,0,0,0.207,0.03519,0.03519,0
6,2020-01-12 06:00:00,0.003,0.204,0.0144647034284955,0.201,0,0,0.201,0.03417,0.03417,0
7,2020-01-12 07:00:00,0.009,0.507,0.0138481627441843,0.498,0,0,0.498,0.08466,0.08466,0
8,2020-01-12 08:00:00,0.012,1.833,0.0111500342049218,1.821,0,0,1.821,0.30957,0.30957,0
9,2020-01-12 09:00:00,0.582,0.69,0.0134757965883133,0.108,0,0,0.108,0.01836,0.01836,0
10,2020-01-12 10:00:00,0.951,0.444,0.0139763543716154,0,0.507,0.507,0,0,0,0
11,2020-01-12 11:00:00,3.315,0.387,0.0140923372726244,0,2.928,3.435,0,0,0,0
12,2020-01-12 12:00:00,5.214,0.621,93.5853561018913,0,4.593,8.028,0,0,0,0
13,2020-01-12 13:00:00,4.848,0.573,0.0137138667535423,0,4.275,12.303,0,0,0,0
14,2020-01-12 14:00:00,0.777,0.459,0.0139458325555604,0,0.318,12.621,0,0,0,0
15,2020-01-12 15:00:00,0.411,0.246,0.0143792423435414,0,0.165,12.5,0,0,0,0
16,2020-01-12 16:00:00,0.06,0.363,0.0141411721783124,0.303,0,12.197,0,0.05151,0,0.05151
17,2020-01-12 17:00:00,0.015,0.72,0.0134147529562033,0.705,0,11.492,0,0.11985,0,0.11985
18,2020-01-12 18:00:00,0.003,14.9358,0.0155113825554469,14.9328,0,0,3.4408,2.538576,0.584936,1.95364
19,2020-01-12 19:00:00,0.012,4.0656,0.00660716710329473,4.0536,0,0,4.0536,0.689112,0.689112,0
20,2020-01-12 20:00:00,0,3.2142,0.00833958538257687,3.2142,0,0,3.2142,0.546414,0.546414,0
21,2020-01-12 21:00:00,0.006,1.518,0.0117909923420769,1.512,0,0,1.512,0.25704,0.25704,0
22,2020-01-12 22:00:00,0.015,1.623,0.0115773396296919,1.608,0,0,1.608,0.27336,0.27336,0
23,2020-01-12 23:00:00,0,1.1578842,0.012523751555817,1.1578842,0,0,1.1578842,0.196840314,0.196840314,0
0,2020-01-13 00:00:00,0,1.68,0.0114613567286829,1.68,0,0,1.68,0.2856,0.2856,0
1,2020-01-13 01:00:00,0,1.6558344,0.0115105285952201,1.6558344,0,0,1.6558344,0.281491848,0.281491848,0
2,2020-01-13 02:00:00,0,0.1219878,0.0146315808473399,0.1219878,0,0,0.1219878,0.020737926,0.020737926,0
3,2020-01-13 03:00:00,0,0.183,0.0145074339709725,0.183,0,0,0.183,0.03111,0.03111,0
4,2020-01-13 04:00:00,0,0.19,0.0144931904568135,0.19,0,0,0.19,0.0323,0.0323,0
5,2020-01-13 05:00:00,0.009,0.216,0.0144402859756514,0.207,0,0,0.207,0.03519,0.03519,0
6,2020-01-13 06:00:00,0.018,0.225,0.0144219728860184,0.207,0,0,0.207,0.03519,0.03519,0
7,2020-01-13 07:00:00,0.018,0.231,0.0144097641595964,0.213,0,0,0.213,0.03621,0.03621,0
8,2020-01-13 08:00:00,0.003,0.867,0.0131156391588642,0.864,0,0,0.864,0.14688,0.14688,0
9,2020-01-13 09:00:00,0.324,1.743,0.0113331651012518,1.419,0,0,1.419,0.24123,0.24123,0
10,2020-01-13 10:00:00,1.128,1.173,0.0124929941113421,0.0449999999999999,0,0,0.0449999999999999,0.00764999999999999,0.00764999999999999,0
11,2020-01-13 11:00:00,0.474,0.552,0.0137565972960193,0.0780000000000001,0,0,0.0780000000000001,0.01326,0.01326,0
12,2020-01-13 12:00:00,0.33,0.441,0.0139824587348264,0.111,0,0,0.111,0.01887,0.01887,0
13,2020-01-13 13:00:00,0.564,0.828,0.0131949958806072,0.264,0,0,0.264,0.04488,0.04488,0
14,2020-01-13 14:00:00,0.195,1.338,0.012157254134737,1.143,0,0,1.143,0.19431,0.19431,0
15,2020-01-13 15:00:00,0.084,1.26,0.012315967578223,1.176,0,0,1.176,0.19992,0.19992,0
16,2020-01-13 16:00:00,0.036,1.875,0.0110645731199678,1.839,0,0,1.839,0.31263,0.31263,0
17,2020-01-13 17:00:00,0,2.265,0.0102710059025376,2.265,0,0,2.265,0.38505,0.38505,0
18,2020-01-13 18:00:00,0.003,3.4386,0.00788297901439398,3.4356,0,0,3.4356,0.584052,0.584052,0
19,2020-01-13 19:00:00,0.015,11.2992,0.00811167347107131,11.2842,0,0,11.2842,1.918314,1.918314,0
20,2020-01-13 20:00:00,0,15.4242,0.0165051728861979,15.4242,0,0,15.4242,2.622114,2.622114,0
21,2020-01-13 21:00:00,0.009,1.308,0.012218297766847,1.299,0,0,1.299,0.22083,0.22083,0
22,2020-01-13 22:00:00,0.012,3.147,0.0084763231185033,3.135,0,0,3.135,0.53295,0.53295,0
23,2020-01-13 23:00:00,0,2.1977802,0.0104077839272613,2.1977802,0,0,2.1977802,0.373622634,0.373622634,0
0,2020-01-14 00:00:00,0,2.239776,0.0103223313884157,2.239776,0,0,2.239776,0.38076192,0.38076192,0
1,2020-01-14 01:00:00,0,0.8159184,0.0132195793721306,0.8159184,0,0,0.8159184,0.138706128,0.138706128,0
2,2020-01-14 02:00:00,0,0.219978,0.0144321915900337,0.219978,0,0,0.219978,0.03739626,0.03739626,0
3,2020-01-14 03:00:00,0,0.309,0.0142510507161104,0.309,0,0,0.309,0.05253,0.05253,0
4,2020-01-14 04:00:00,0,0.324,0.0142205289000554,0.324,0,0,0.324,0.05508,0.05508,0
5,2020-01-14 05:00:00,0.003,0.579,0.0137016580271203,0.576,0,0,0.576,0.09792,0.09792,0
6,2020-01-14 06:00:00,0.012,0.225,0.0144219728860184,0.213,0,0,0.213,0.03621,0.03621,0
7,2020-01-14 07:00:00,0.015,0.237,0.0143975554331744,0.222,0,0,0.222,0.03774,0.03774,0
8,2020-01-14 08:00:00,0.012,0.516,0.0138298496545513,0.504,0,0,0.504,0.08568,0.08568,0
9,2020-01-14 09:00:00,0,7.308,9.57134484465875E-06,7.308,0,0,7.308,1.24236,1.24236,0
10,2020-01-14 10:00:00,0.21,2.469,0.00985590920418956,2.259,0,0,2.259,0.38403,0.38403,0
11,2020-01-14 11:00:00,0.387,2.775,0.00923326415666744,2.388,0,0,2.388,0.40596,0.40596,0
12,2020-01-14 12:00:00,0.372,8.262,0.00193161615625372,7.89,0,0,7.89,1.3413,1.3413,0
13,2020-01-14 13:00:00,0.381,8.409,0.00223072995359277,8.028,0,0,8.028,1.36476,1.36476,0
14,2020-01-14 14:00:00,0.861,2.799,0.00918442925097943,1.938,0,0,1.938,0.32946,0.32946,0
15,2020-01-14 15:00:00,0.324,3.021,0.00873270637336535,2.697,0,0,2.697,0.45849,0.45849,0
16,2020-01-14 16:00:00,0.084,2.523,0.00974603066639154,2.439,0,0,2.439,0.41463,0.41463,0
17,2020-01-14 17:00:00,0,2.676,0.00943470814263048,2.676,0,0,2.676,0.45492,0.45492,0
18,2020-01-14 18:00:00,0.006,4.6068,0.00550593998003012,4.6008,0,0,4.6008,0.782136,0.782136,0
19,2020-01-14 19:00:00,0.003,3.1086,0.00855445896760411,3.1056,0,0,3.1056,0.527952,0.527952,0
20,2020-01-14 20:00:00,0.012,4.026,0.00668774469767995,4.014,0,0,4.014,0.68238,0.68238,0
21,2020-01-14 21:00:00,0.009,1.935,0.0109424858557478,1.926,0,0,1.926,0.32742,0.32742,0
22,2020-01-14 22:00:00,0.009,1.485,0.0118581403373979,1.476,0,0,1.476,0.25092,0.25092,0
23,2020-01-14 23:00:00,0,1.1818818,0.0124749215336196,1.1818818,0,0,1.1818818,0.200919906,0.200919906,0
0,2020-01-15 00:00:00,0,0.909909,0.0130283284518572,0.909909,0,0,0.909909,0.15468453,0.15468453,0
1,2020-01-15 01:00:00,0,0.3119688,0.0142450098382768,0.3119688,0,0,0.3119688,0.053034696,0.053034696,0
2,2020-01-15 02:00:00,0,0.119988,0.0146356500158563,0.119988,0,0,0.119988,0.02039796,0.02039796,0
3,2020-01-15 03:00:00,0,0.198,0.0144769121549175,0.198,0,0,0.198,0.03366,0.03366,0
4,2020-01-15 04:00:00,0,0.21,0.0144524947020734,0.21,0,0,0.21,0.0357,0.0357,0
5,2020-01-15 05:00:00,0.009,0.504,0.0138542671073953,0.495,0,0,0.495,0.08415,0.08415,0
6,2020-01-15 06:00:00,0.015,0.456,0.0139519369187714,0.441,0,0,0.441,0.07497,0.07497,0
7,2020-01-15 07:00:00,0.003,0.609,0.0136406143950103,0.606,0,0,0.606,0.10302,0.10302,0
8,2020-01-15 08:00:00,0.003,1.488,0.0118520359741869,1.485,0,0,1.485,0.25245,0.25245,0
9,2020-01-15 09:00:00,0.009,0.462,0.0139397281923494,0.453,0,0,0.453,0.07701,0.07701,0
10,2020-01-15 10:00:00,0.348,0.24,0.0143914510699634,0,0.108,0.108,0,0,0,0
11,2020-01-15 11:00:00,0.417,0.252,0.0143670336171194,0,0.165,0.273,0,0,0,0
12,2020-01-15 12:00:00,0.333,0.228,0.0144158685228074,0,0.105,0.378,0,0,0,0
13,2020-01-15 13:00:00,0.33,0.489,0.0138847889234503,0.159,0,0.219,0,0.02703,0,0.02703
14,2020-01-15 14:00:00,0.372,0.327,0.0142144245368444,0,0.045,0.264,0,0,0,0
15,2020-01-15 15:00:00,0.087,0.354,0.0141594852679454,0.267,0,0,0.00299999999999984,0.04539,0.000509999999999972,0.04488
16,2020-01-15 16:00:00,0.069,0.369,0.0141289634518904,0.3,0,0,0.3,0.051,0.051,0
17,2020-01-15 17:00:00,0.012,0.6,0.0136589274846433,0.588,0,0,0.588,0.09996,0.09996,0
18,2020-01-15 18:00:00,0.009,5.1282,0.00444500165395812,5.1192,0,0,5.1192,0.870264,0.870264,0
19,2020-01-15 19:00:00,0.003,2.6136,0.0095616788974193,2.6106,0,0,2.6106,0.443802,0.443802,0
20,2020-01-15 20:00:00,0.012,6.8046,0.00103388349165066,6.7926,0,0,6.7926,1.154742,1.154742,0
21,2020-01-15 21:00:00,0.009,3.012,0.00875101946299835,3.003,0,0,3.003,0.51051,0.51051,0
22,2020-01-15 22:00:00,0,2.817,0.00914780307171343,2.817,0,0,2.817,0.47889,0.47889,0
23,2020-01-15 23:00:00,0,0.789921,0.0132724785628444,0.789921,0,0,0.789921,0.13428657,0.13428657,0
0,2020-01-16 00:00:00,0,0.8339166,0.0131829568554825,0.8339166,0,0,0.8339166,0.141765822,0.141765822,0
1,2020-01-16 01:00:00,0,0.389961,0.0140863122661351,0.389961,0,0,0.389961,0.06629337,0.06629337,0
2,2020-01-16 02:00:00,0,0.1979802,0.0144769524437146,0.1979802,0,0,0.1979802,0.033656634,0.033656634,0
3,2020-01-16 03:00:00,0,0.288,0.0142937812585874,0.288,0,0,0.288,0.04896,0.04896,0
4,2020-01-16 04:00:00,0,0.288,0.0142937812585874,0.288,0,0,0.288,0.04896,0.04896,0
5,2020-01-16 05:00:00,0.003,0.219,0.0144341816124404,0.216,0,0,0.216,0.03672,0.03672,0
6,2020-01-16 06:00:00,0,0.213,0.0144463903388624,0.213,0,0,0.213,0.03621,0.03621,0
7,2020-01-16 07:00:00,0,0.837,0.0131766827909742,0.837,0,0,0.837,0.14229,0.14229,0
8,2020-01-16 08:00:00,0.009,1.815,0.0111866603841878,1.806,0,0,1.806,0.30702,0.30702,0
9,2020-01-16 09:00:00,0.453,0.258,0.0143548248906974,0,0.195,0.195,0,0,0,0
10,2020-01-16 10:00:00,1.245,0.204,0.0144647034284955,0,1.041,1.236,0,0,0,0
11,2020-01-16 11:00:00,3.747,0.153,0.0145684776030825,0,3.594,4.83,0,0,0,0
12,2020-01-16 12:00:00,5.025,0.459,0.0139458325555604,0,4.566,9.396,0,0,0,0
13,2020-01-16 13:00:00,0.894,0.447,0.0139702500084044,0,0.447,9.843,0,0,0,0
14,2020-01-16 14:00:00,3.12,0.117,0.0146417299616145,0,3.003,12.846,0,0,0,0
15,2020-01-16 15:00:00,0.387,8.253,0.00191330306662071,7.866,0,4.634,0,1.33722,0,1.33722
16,2020-01-16 16:00:00,0.105,0.261,0.0143487205274864,0.156,0,4.478,0,0.02652,0,0.02652
17,2020-01-16 17:00:00,0.009,5.229,0.00423989505006848,5.22,0,0,0.741999999999999,0.8874,0.12614,0.76126
18,2020-01-16 18:00:00,0.003,12.6786,0.0109184596754897,12.6756,0,0,12.6756,2.154852,2.154852,0
19,2020-01-16 19:00:00,0.012,3.003,0.00876933255263135,2.991,0,0,2.991,0.50847,0.50847,0
20,2020-01-16 20:00:00,0.003,2.7786,0.00922593892081424,2.7756,0,0,2.7756,0.471852,0.471852,0
21,2020-01-16 21:00:00,0.003,1.488,0.0118520359741869,1.485,0,0,1.485,0.25245,0.25245,0
22,2020-01-16 22:00:00,0,1.773,0.0112721214691418,1.773,0,0,1.773,0.30141,0.30141,0
23,2020-01-16 23:00:00,0,1.1978802,0.012442368185488,1.1978802,0,0,1.1978802,0.203639634,0.203639634,0
0,2020-01-17 00:00:00,0,0.589941,0.0136793954144898,0.589941,0,0,0.589941,0.10028997,0.10028997,0
1,2020-01-17 01:00:00,0,0.1539846,0.0145664741510766,0.1539846,0,0,0.1539846,0.026177382,0.026177382,0
2,2020-01-17 02:00:00,0,0.5519448,0.0137567096163024,0.5519448,0,0,0.5519448,0.093830616,0.093830616,0
3,2020-01-17 03:00:00,0,0.207,0.0144585990652845,0.207,0,0,0.207,0.03519,0.03519,0
4,2020-01-17 04:00:00,0,0.285,0.0142998856217984,0.285,0,0,0.285,0.04845,0.04845,0
5,2020-01-17 05:00:00,0.006,0.309,0.0142510507161104,0.303,0,0,0.303,0.05151,0.05151,0
6,2020-01-17 06:00:00,0.009,0.564,0.0137321798431753,0.555,0,0,0.555,0.09435,0.09435,0
7,2020-01-17 07:00:00,0.006,0.579,0.0137016580271203,0.573,0,0,0.573,0.09741,0.09741,0
8,2020-01-17 08:00:00,0.006,7.485,0.000350586084604412,7.479,0,0,7.479,1.27143,1.27143,0
9,2020-01-17 09:00:00,0.561,7.08,0.000473502948880748,6.519,0,0,6.519,1.10823,1.10823,0
10,2020-01-17 10:00:00,1.614,0.327,0.0142144245368444,0,1.287,1.287,0,0,0,0
11,2020-01-17 11:00:00,3.702,0.171,0.0145318514238165,0,3.531,4.818,0,0,0,0
12,2020-01-17 12:00:00,5.076,0.084,0.0147088779569355,0,4.992,9.81,0,0,0,0
13,2020-01-17 13:00:00,4.554,0.378,0.0141106503622574,0,4.176,13.986,0,0,0,0
14,2020-01-17 14:00:00,1.02,0.432,0.0140007718244594,0,0.588,12.5,0,0,0,0
15,2020-01-17 15:00:00,0.549,0.411,0.0140435023669364,0,0.138,12.5,0,0,0,0
16,2020-01-17 16:00:00,0.15,1.017,0.0128104209983141,0.867,0,11.633,0,0.14739,0,0.14739
17,2020-01-17 17:00:00,0.021,1.065,0.0127127511869381,1.044,0,10.589,0,0.17748,0,0.17748
18,2020-01-17 18:00:00,0.012,8.9826,0.0033978841995362,8.9706,0,1.6184,0,1.525002,0,1.525002
19,2020-01-17 19:00:00,0.009,3.3198,0.00812471179754963,3.3108,0,0,1.6924,0.562836,0.287708,0.275128
20,2020-01-17 20:00:00,0.012,15.5166,0.0166931872730968,15.5046,0,0,15.5046,2.635782,2.635782,0
21,2020-01-17 21:00:00,0.006,2.436,0.00992305719951058,2.43,0,0,2.43,0.4131,0.4131,0
22,2020-01-17 22:00:00,0.006,1.116,0.0126089770123511,1.11,0,0,1.11,0.1887,0.1887,0
23,2020-01-17 23:00:00,0,0.9419058,0.012963221755594,0.9419058,0,0,0.9419058,0.160123986,0.160123986,0
0,2020-01-18 00:00:00,0,0.8879112,0.0130730893055382,0.8879112,0,0,0.8879112,0.150944904,0.150944904,0
1,2020-01-18 01:00:00,0,0.4719528,0.0139194763569605,0.4719528,0,0,0.4719528,0.080231976,0.080231976,0
2,2020-01-18 02:00:00,0,0.359964,0.0141473497938819,0.359964,0,0,0.359964,0.06119388,0.06119388,0
3,2020-01-18 03:00:00,0,0.504,0.0138542671073953,0.504,0,0,0.504,0.08568,0.08568,0
4,2020-01-18 04:00:00,0,0.285,0.0142998856217984,0.285,0,0,0.285,0.04845,0.04845,0
5,2020-01-18 05:00:00,0.009,0.309,0.0142510507161104,0.3,0,0,0.3,0.051,0.051,0
6,2020-01-18 06:00:00,0,0.306,0.0142571550793214,0.306,0,0,0.306,0.05202,0.05202,0
7,2020-01-18 07:00:00,0.006,0.591,0.0136772405742763,0.585,0,0,0.585,0.09945,0.09945,0
8,2020-01-18 08:00:00,0.009,9.492,0.0044344050727642,9.483,0,0,9.483,1.61211,1.61211,0
9,2020-01-18 09:00:00,0.657,0.867,0.0131156391588642,0.21,0,0,0.21,0.0357,0.0357,0
10,2020-01-18 10:00:00,1.41,8.772,0.00296935790212392,7.362,0,0,7.362,1.25154,1.25154,0
11,2020-01-18 11:00:00,1.635,5.394,0.00390415507346341,3.759,0,0,3.759,0.63903,0.63903,0
12,2020-01-18 12:00:00,5.526,0.66,0.0135368402204233,0,4.866,4.866,0,0,0,0
13,2020-01-18 13:00:00,3.849,4.356,0.00601626474446982,0.507,0,4.359,0,0.08619,0,0.08619
14,2020-01-18 14:00:00,0.402,0.324,0.0142205289000554,0,0.078,4.437,0,0,0,0
15,2020-01-18 15:00:00,0.402,0.537,0.0137871191120743,0.135,0,4.302,0,0.02295,0,0.02295
16,2020-01-18 16:00:00,0.069,0.603,0.0136528231214323,0.534,0,3.768,0,0.09078,0,0.09078
17,2020-01-18 17:00:00,0.003,8.766,0.00295714917570191,8.763,0,0,4.995,1.48971,0.84915,0.64056
18,2020-01-18 18:00:00,0.009,1.6104,0.0116029779551781,1.6014,0,0,1.6014,0.272238,0.272238,0
19,2020-01-18 19:00:00,0.021,3.597,0.00756066863685312,3.576,0,0,3.576,0.60792,0.60792,0
20,2020-01-18 20:00:00,0.021,2.1582,0.0104883212328493,2.1372,0,0,2.1372,0.363324,0.363324,0
21,2020-01-18 21:00:00,0,0.849,0.0131522653381302,0.849,0,0,0.849,0.14433,0.14433,0
22,2020-01-18 22:00:00,0.012,1.698,0.0114247305494169,1.686,0,0,1.686,0.28662,0.28662,0
23,2020-01-18 23:00:00,0,1.2735,0.0122884979437735,1.2735,0,0,1.2735,0.216495,0.216495,0
0,2020-01-19 00:00:00,0,0.7159284,0.0134230377979532,0.7159284,0,0,0.7159284,0.121707828,0.121707828,0
1,2020-01-19 01:00:00,0,0.2739726,0.0143223240400894,0.2739726,0,0,0.2739726,0.046575342,0.046575342,0
2,2020-01-19 02:00:00,0,0.1159884,0.0146437883528892,0.1159884,0,0,0.1159884,0.019718028,0.019718028,0
3,2020-01-19 03:00:00,0,0.186,0.0145013296077615,0.186,0,0,0.186,0.03162,0.03162,0
4,2020-01-19 04:00:00,0,0.363,0.0141411721783124,0.363,0,0,0.363,0.06171,0.06171,0
5,2020-01-19 05:00:00,0.012,0.63,0.0135978838525333,0.618,0,0,0.618,0.10506,0.10506,0
6,2020-01-19 06:00:00,0.015,7.533,0.000448255895980431,7.518,0,0,7.518,1.27806,1.27806,0
7,2020-01-19 07:00:00,0.21,2.394,0.0100085182844646,2.184,0,0,2.184,0.37128,0.37128,0
8,2020-01-19 08:00:00,0.822,2.613,0.0095628997700615,1.791,0,0,1.791,0.30447,0.30447,0
9,2020-01-19 09:00:00,2.073,0.852,0.0131461609749192,0,1.221,1.221,0,0,0,0
10,2020-01-19 10:00:00,4.947,0.435,0.0139946674612484,0,4.512,5.733,0,0,0,0
11,2020-01-19 11:00:00,5.232,1.656,0.0115101916343709,0,3.576,9.309,0,0,0,0
12,2020-01-19 12:00:00,4.419,2.058,0.0106922069640967,0,2.361,11.67,0,0,0,0
13,2020-01-19 13:00:00,0.381,0.645,0.0135673620364783,0.264,0,11.406,0,0.04488,0,0.04488
14,2020-01-19 14:00:00,0.264,0.639,0.0135795707629003,0.375,0,11.031,0,0.06375,0,0.06375
15,2020-01-19 15:00:00,0.039,0.624,0.0136100925789553,0.585,0,10.446,0,0.09945,0,0.09945
16,2020-01-19 16:00:00,0.015,0.537,0.0137871191120743,0.522,0,9.924,0,0.08874,0,0.08874
17,2020-01-19 17:00:00,0.012,1.236,0.012364802483911,1.224,0,8.7,0,0.20808,0,0.20808
18,2020-01-19 18:00:00,0,2.904,0.00897077653859439,2.904,0,5.796,0,0.49368,0,0.49368
19,2020-01-19 19:00:00,0.009,2.706,0.00937366451052047,2.697,0,3.099,0,0.45849,0,0.45849
20,2020-01-19 20:00:00,0.006,3.201,0.00836644458070527,3.195,0,0,0.0959999999999996,0.54315,0.0163199999999999,0.52683
21,2020-01-19 21:00:00,0.009,1.347,0.012138941045104,1.338,0,0,1.338,0.22746,0.22746,0
22,2020-01-19 22:00:00,0.012,1.581,0.0116628007146459,1.569,0,0,1.569,0.26673,0.26673,0
23,2020-01-19 23:00:00,0,0.7619238,0.0133294469220748,0.7619238,0,0,0.7619238,0.129527046,0.129527046,0
0,2020-01-20 00:00:00,0,0.3739626,0.0141188656142668,0.3739626,0,0,0.3739626,0.063573642,0.063573642,0
1,2020-01-20 01:00:00,0,0.2919708,0.0142857015234413,0.2919708,0,0,0.2919708,0.049635036,0.049635036,0
2,2020-01-20 02:00:00,0,0.1439856,0.0145868199936589,0.1439856,0,0,0.1439856,0.024477552,0.024477552,0
3,2020-01-20 03:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
4,2020-01-20 04:00:00,0,0.22,0.0144321468247034,0.22,0,0,0.22,0.0374,0.0374,0
5,2020-01-20 05:00:00,0,0.216,0.0144402859756514,0.216,0,0,0.216,0.03672,0.03672,0
6,2020-01-20 06:00:00,0.003,0.213,0.0144463903388624,0.21,0,0,0.21,0.0357,0.0357,0
7,2020-01-20 07:00:00,0,2.316,0.0101672317279506,2.316,0,0,2.316,0.39372,0.39372,0
8,2020-01-20 08:00:00,0.222,0.855,0.0131400566117082,0.633,0,0,0.633,0.10761,0.10761,0
9,2020-01-20 09:00:00,0.348,1.875,0.0110645731199678,1.527,0,0,1.527,0.25959,0.25959,0
10,2020-01-20 10:00:00,0.894,0.294,0.0142815725321654,0,0.6,0.6,0,0,0,0
11,2020-01-20 11:00:00,0.555,0.531,0.0137993278384963,0,0.024,0.624,0,0,0,0
12,2020-01-20 12:00:00,0.27,9.15,0.00373850766671006,8.88,0,0,8.256,1.5096,1.40352,0.10608
13,2020-01-20 13:00:00,0.252,2.676,0.00943470814263048,2.424,0,0,2.424,0.41208,0.41208,0
14,2020-01-20 14:00:00,0.276,1.062,0.0127188555501491,0.786,0,0,0.786,0.13362,0.13362,0
15,2020-01-20 15:00:00,0.036,0.291,0.0142876768953764,0.255,0,0,0.255,0.04335,0.04335,0
16,2020-01-20 16:00:00,0.003,1.08,0.0126822293708831,1.077,0,0,1.077,0.18309,0.18309,0
17,2020-01-20 17:00:00,0.009,1.362,0.012108419229049,1.353,0,0,1.353,0.23001,0.23001,0
18,2020-01-20 18:00:00,0.015,23.9118,0.0337756372827625,23.8968,0,0,23.8968,4.062456,4.062456,0
19,2020-01-20 19:00:00,0.003,3.201,0.00836644458070527,3.198,0,0,3.198,0.54366,0.54366,0
20,2020-01-20 20:00:00,0.006,2.8182,0.00914536132642902,2.8122,0,0,2.8122,0.478074,0.478074,0
21,2020-01-20 21:00:00,0.021,1.197,0.0124441592056541,1.176,0,0,1.176,0.19992,0.19992,0
22,2020-01-20 22:00:00,0.009,1.518,0.0117909923420769,1.509,0,0,1.509,0.25653,0.25653,0
23,2020-01-20 23:00:00,0,1.0718928,0.0126987258020245,1.0718928,0,0,1.0718928,0.182221776,0.182221776,0
0,2020-01-21 00:00:00,0,0.1479852,0.014578681656626,0.1479852,0,0,0.1479852,0.025157484,0.025157484,0
1,2020-01-21 01:00:00,0,0.1539846,0.0145664741510766,0.1539846,0,0,0.1539846,0.026177382,0.026177382,0
2,2020-01-21 02:00:00,0,0.149985,0.0145746124881095,0.149985,0,0,0.149985,0.02549745,0.02549745,0
3,2020-01-21 03:00:00,0,0.477,0.0139092063762943,0.477,0,0,0.477,0.08109,0.08109,0
4,2020-01-21 04:00:00,0,0.474,0.0139153107395053,0.474,0,0,0.474,0.08058,0.08058,0
5,2020-01-21 05:00:00,0.003,0.327,0.0142144245368444,0.324,0,0,0.324,0.05508,0.05508,0
6,2020-01-21 06:00:00,0.015,0.357,0.0141533809047344,0.342,0,0,0.342,0.05814,0.05814,0
7,2020-01-21 07:00:00,0.015,0.57,0.0137199711167533,0.555,0,0,0.555,0.09435,0.09435,0
8,2020-01-21 08:00:00,0.36,0.306,0.0142571550793214,0,0.054,0.054,0,0,0,0
9,2020-01-21 09:00:00,0.819,1.722,0.0113758956437289,0.903,0,0,0.849,0.15351,0.14433,0.00917999999999999
10,2020-01-21 10:00:00,0.45,4.14,0.00645577889566191,3.69,0,0,3.69,0.6273,0.6273,0
11,2020-01-21 11:00:00,0.372,31.494,0.0492038048622469,31.122,0,0,31.122,5.29074,5.29074,0
12,2020-01-21 12:00:00,0.282,7.245,0.000137762972275683,6.963,0,0,6.963,1.18371,1.18371,0
